title,console,genre,publisher,developer,critic_score,total_sales(mil),na_sales(mil),jp_sales(mil),pal_sales(mil),other_sales(mil),release_date,release_year,release_month,sales_sum
The Mahjong,NS,Puzzle,D3Publisher,D3Publisher,7.3,0.0,0.0,0.0,0.0,0.0,2018-06-23,2018.0,6.0,0.0
Jewel Link: Galactic Quest,DS,Puzzle,Avanquest Software,Avanquest Software,7.3,0.0,0.0,0.0,0.0,0.0,2012-09-07,2012.0,9.0,0.0
Rampage Puzzle Attack,GBA,Puzzle,Midway Games,Ninai Games,7.3,0.0,0.0,0.0,0.0,0.0,2001-11-29,2001.0,11.0,0.0
The World of Golden Eggs: Nori Nori Uta Dekichatte Kei,DS,Puzzle,AQ Interactive,AQ Interactive,7.3,0.0,0.0,0.0,0.0,0.0,2009-02-19,2009.0,2.0,0.0
Roogoo,PC,Puzzle,SouthPeak Interactive,SpiderMonk Ent.,7.3,0.0,0.0,0.0,0.0,0.0,2008-06-30,2008.0,6.0,0.0
Cradle Double Pack,DS,Puzzle,Rising Star,cerasus.media GmbH,7.3,0.0,0.0,0.0,0.0,0.0,2011-04-28,2011.0,4.0,0.0
Tetris: The Grand Master Ace,X360,Puzzle,AQ Interactive,Arika,7.3,0.0,0.0,0.0,0.0,0.0,2005-12-10,2005.0,12.0,0.0
Egg Mania,GBA,Puzzle,Kemco,HotGen Studios,7.3,0.0,0.0,0.0,0.0,0.0,2002-09-16,2002.0,9.0,0.0
The Sun Crossword Challenge,DS,Puzzle,Atari,Sanuk Games,7.3,0.0,0.0,0.0,0.0,0.0,2008-04-18,2008.0,4.0,0.0
Mysterious Adventures in the Caribbean,DS,Puzzle,Unknown,Licensed 4U,7.3,0.0,0.0,0.0,0.0,0.0,2010-11-26,2010.0,11.0,0.0
Jewel Quest The Sapphire Dragon,3DS,Puzzle,Tulip Games,Engine Software,7.3,0.0,0.0,0.0,0.0,0.0,2015-01-29,2015.0,1.0,0.0
Mystery Masterpiece: The Moonstone,PC,Puzzle,Big Fish Games,Big Fish Games,7.3,0.0,0.0,0.0,0.0,0.0,2009-08-01,2009.0,8.0,0.0
The Great Unknown: Houdini's Castle,PC,Puzzle,Big Fish Games,Black Lime Games,7.3,0.0,0.0,0.0,0.0,0.0,2014-11-19,2014.0,11.0,0.0
Sable Maze: Sullivan River,PC,Puzzle,Focus Multimedia,Big Fish Games,7.3,0.0,0.0,0.0,0.0,0.0,2015-02-25,2015.0,2.0,0.0
Fishdom,PC,Puzzle,Unknown,Playrix Entertainment,7.3,0.0,0.0,0.0,0.0,0.0,2008-06-21,2008.0,6.0,0.0
Minna no Oekaki Yasan,DS,Puzzle,Taito,Taito Corporation,7.3,0.0,0.0,0.0,0.0,0.0,2009-07-02,2009.0,7.0,0.0
Space Bust-A-Move (JP sales),DS,Puzzle,Square Enix,Taito Corporation,7.3,0.0,0.0,0.0,0.0,0.0,2009-07-28,2009.0,7.0,0.0
Kotoba no Puzzle: Mojipittan Wii Deluxe,Wii,Puzzle,Namco Bandai,Namco Bandai Games,7.3,0.0,0.0,0.0,0.0,0.0,2008-11-27,2008.0,11.0,0.0
X2: The Threat,PC,Simulation,Enlight,Egosoft,7.0,0.0,0.0,0.0,0.0,0.0,2003-12-02,2003.0,12.0,0.0
The Sims 3: Pets,3DS,Simulation,Electronic Arts,The Sims Studio,7.0,0.0,0.0,0.0,0.0,0.0,2011-10-18,2011.0,10.0,0.0
Cookie Shop,DS,Simulation,Nobilis,TDK Core,7.0,0.0,0.0,0.0,0.0,0.0,2009-02-27,2009.0,2.0,0.0
The Sims 3: Create-A-Sim,PC,Simulation,Electronic Arts,Maxis,7.0,0.0,0.0,0.0,0.0,0.0,2010-03-26,2010.0,3.0,0.0
Sid Meier's SimGolf,PC,Simulation,Electronic Arts,"Firaxis, Maxis",7.0,0.0,0.0,0.0,0.0,0.0,2002-01-23,2002.0,1.0,0.0
EyePet Adventures,PSP,Simulation,Sony Computer Entertainment,SCEE London Studio,7.0,0.0,0.0,0.0,0.0,0.0,2011-11-11,2011.0,11.0,0.0
Konami Double Pack: Metal Gear Solid Portable Ops / Coded Arms,PSP,Action,Konami,Konami,6.8,0.0,0.0,0.0,0.0,0.0,2009-04-09,2009.0,4.0,0.0
Buffy the Vampire Slayer: Sacrifice,DS,Action,505 Games,Beast,6.8,0.0,0.0,0.0,0.0,0.0,2009-02-13,2009.0,2.0,0.0
Aces of War,PSP,Simulation,505 Games,Taito Corporation,7.0,0.0,0.0,0.0,0.0,0.0,2007-03-23,2007.0,3.0,0.0
Sea Dogs,PC,Simulation,Bethesda Softworks,Akella,7.0,0.0,0.0,0.0,0.0,0.0,2000-11-24,2000.0,11.0,0.0
SimFarm,PC,Simulation,Maxis,Maxis Software,7.0,0.0,0.0,0.0,0.0,0.0,1993-01-01,1993.0,1.0,0.0
Beauty Factory,PC,Simulation,iWin,City Interactive,7.0,0.0,0.0,0.0,0.0,0.0,2007-10-31,2007.0,10.0,0.0
Wildlife Park 2,PC,Simulation,Deep Silver,B.Alive,7.0,0.0,0.0,0.0,0.0,0.0,2006-07-17,2006.0,7.0,0.0
City Life DS,DS,Simulation,Ubisoft,Ubisoft,7.0,0.0,0.0,0.0,0.0,0.0,2009-08-07,2009.0,8.0,0.0
SimTower,PC,Simulation,Maxis,Open Book,7.0,0.0,0.0,0.0,0.0,0.0,1994-01-01,1994.0,1.0,0.0
Cake Mania: Main Street,PC,Simulation,Sandlot Games,Sandlot Games,7.0,0.0,0.0,0.0,0.0,0.0,2009-10-07,2009.0,10.0,0.0
The Suffering,PC,Action,Encore,Surreal Software,6.8,0.0,0.0,0.0,0.0,0.0,2004-06-08,2004.0,6.0,0.0
Dino Crisis 2,PC,Action,Capcom,Capcom Production Studio 4,6.8,0.0,0.0,0.0,0.0,0.0,2002-08-20,2002.0,8.0,0.0
Manhunt,PC,Action,Rockstar Games,Rockstar North,6.8,0.0,0.0,0.0,0.0,0.0,2004-04-20,2004.0,4.0,0.0
Oni,PC,Action,Gathering of Developers,Bungie West,6.8,0.0,0.0,0.0,0.0,0.0,2001-01-28,2001.0,1.0,0.0
Blazing Angels 2: Secret Missions of WWII,PC,Simulation,Ubisoft,Ubisoft Romania,7.0,0.0,0.0,0.0,0.0,0.0,2007-09-21,2007.0,9.0,0.0
Hospital Giant,DS,Simulation,Unknown,SouthPeak Games,7.0,0.0,0.0,0.0,0.0,0.0,,2008.0,0.0,0.0
Trainz Railwayz,PC,Simulation,Merscom LLC,Auran Games,7.0,0.0,0.0,0.0,0.0,0.0,2007-10-22,2007.0,10.0,0.0
Crimson Skies,PC,Simulation,Microsoft,Zipper Interactive,7.0,0.0,0.0,0.0,0.0,0.0,2000-09-17,2000.0,9.0,0.0
X-Blades,PC,Action,SouthPeak Interactive,Gaijin Entertainment,6.4,0.0,0.0,0.0,0.0,0.0,2009-02-10,2009.0,2.0,0.0
Daredevil,GBA,Action,Encore,Griptonite Games,5.3,0.0,0.0,0.0,0.0,0.0,2003-02-02,2003.0,2.0,0.0
Silent Hill: Homecoming,PC,Action,Konami,Double Helix Games,6.8,0.0,0.0,0.0,0.0,0.0,2008-11-06,2008.0,11.0,0.0
Hulk,PC,Action,Universal Interactive,Radical Entertainment,6.8,0.0,0.0,0.0,0.0,0.0,2003-05-27,2003.0,5.0,0.0
Of Orcs and Men,X360,Action,Focus Home Interactive,Cyanide Studio,6.8,0.0,0.0,0.0,0.0,0.0,2012-10-11,2012.0,10.0,0.0
Elebits: The Adventures of Kai and Zero,DS,Action,Konami,Konami,7.4,0.0,0.0,0.0,0.0,0.0,2009-01-06,2009.0,1.0,0.0
Shinobido: Tales of the Ninja,PSP,Action,Sony Computer Entertainment,Acquire,6.8,0.0,0.0,0.0,0.0,0.0,2007-02-09,2007.0,2.0,0.0
Resident Evil 3: Nemesis,PC,Action,Capcom,Capcom,7.3,0.0,0.0,0.0,0.0,0.0,2001-04-16,2001.0,4.0,0.0
Monster High 13 Wishes,DS,Action,Little Orbit,Little Orbit,6.8,0.0,0.0,0.0,0.0,0.0,2013-10-29,2013.0,10.0,0.0
Naughty Bear: Double Trouble,PS3,Action,505 Games,Behaviour Interactive Inc.,6.8,0.0,0.0,0.0,0.0,0.0,2012-10-23,2012.0,10.0,0.0
A Sound of Thunder,GBA,Action,BAM! Entertainment,Rockstar Leeds,6.8,0.0,0.0,0.0,0.0,0.0,2005-02-01,2005.0,2.0,0.0
Gremlins: Stripe vs Gizmo,GBA,Action,DreamCatcher Interactive,Magic Pockets,6.8,0.0,0.0,0.0,0.0,0.0,2002-11-27,2002.0,11.0,0.0
Samurai Warriors 3: Xtreme Legends,Wii,Action,Tecmo Koei,Omega Force,6.8,0.0,0.0,0.0,0.0,0.0,2011-02-10,2011.0,2.0,0.0
Unfabulous,GBA,Action,THQ,THQ,6.8,0.0,0.0,0.0,0.0,0.0,2006-10-02,2006.0,10.0,0.0
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PS4,Action,Spike Chunsoft,Spike Chunsoft,6.8,0.0,0.0,0.0,0.0,0.0,2015-07-30,2015.0,7.0,0.0
Fix it: Home improvement challenge,Wii,Action,SouthPeak Interactive,Freedom Factory Studios,6.8,0.0,0.0,0.0,0.0,0.0,2011-11-08,2011.0,11.0,0.0
Assassin's Creed II: Complete Edition,X360,Action,Ubisoft,Ubisoft Montreal,6.8,0.0,0.0,0.0,0.0,0.0,2010-06-04,2010.0,6.0,0.0
Jak & Daxter Collection,PSV,Action,Sony Computer Entertainment,Mass Media,6.8,0.0,0.0,0.0,0.0,0.0,2012-06-18,2012.0,6.0,0.0
Digimon World Championship,DS,Action,Namco Bandai,epics,6.8,0.0,0.0,0.0,0.0,0.0,2008-08-26,2008.0,8.0,0.0
Ubisoft Action Adventure Collection,PC,Action,Unknown,Ubisoft,6.8,0.0,0.0,0.0,0.0,0.0,,2008.0,0.0,0.0
Army Men: Operation Green,GBA,Action,3DO,Pocket Studios,6.2,0.0,0.0,0.0,0.0,0.0,2001-12-02,2001.0,12.0,0.0
The Matrix: Path of Neo,PC,Action,Atari,Shiny Entertainment,6.6,0.0,0.0,0.0,0.0,0.0,2005-11-07,2005.0,11.0,0.0
Velocity 2X,PSV,Action,Futurlab 1,FuturLab,6.8,0.0,0.0,0.0,0.0,0.0,2014-09-02,2014.0,9.0,0.0
Reservoir Dogs,PC,Action,Eidos Interactive,Volatile Games,5.6,0.0,0.0,0.0,0.0,0.0,2006-10-24,2006.0,10.0,0.0
SpongeBob: Yellow Avenger,PSP,Action,Unknown,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,,2008.0,0.0,0.0
Cannon Fodder 3,PC,Action,Game Factory Interactive,Burut Software,6.8,0.0,0.0,0.0,0.0,0.0,2012-08-06,2012.0,8.0,0.0
Resident Evil 5: Gold Edition,PS3,Action,Capcom,Capcom,9.1,0.0,0.0,0.0,0.0,0.0,2010-03-09,2010.0,3.0,0.0
Zettai Meikyuu: Himitsu no Oya Yubi Hime,PSV,Action,Views,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2015-07-30,2015.0,7.0,0.0
Tom Clancy's Splinter Cell: Chaos Theory,PC,Action,Ubisoft,Ubisoft Montreal,6.8,0.0,0.0,0.0,0.0,0.0,2005-03-28,2005.0,3.0,0.0
Toy Story 3: The Video Game,PC,Action,Disney Interactive Studios,Avalanche Software,6.8,0.0,0.0,0.0,0.0,0.0,2010-06-15,2010.0,6.0,0.0
Strawberry Shortcake Sweet Dreams,GBA,Action,Majesco,Gorilla Games,6.8,0.0,0.0,0.0,0.0,0.0,2006-09-25,2006.0,9.0,0.0
Natsumegu,PSV,Action,Unknown,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2015-07-30,2015.0,7.0,0.0
Army Men,PC,Action,3DO,3DO,6.8,0.0,0.0,0.0,0.0,0.0,1998-04-30,1998.0,4.0,0.0
Grand Theft Auto,PC,Action,ASC Games,DMA Design,6.4,0.0,0.0,0.0,0.0,0.0,1998-03-24,1998.0,3.0,0.0
Tang Tang,GBA,Action,Take-Two Interactive,Take-Two Interactive,6.8,0.0,0.0,0.0,0.0,0.0,2001-08-28,2001.0,8.0,0.0
Rise of the Guardians: The Video Game,Wii,Action,D3Publisher,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2012-11-20,2012.0,11.0,0.0
Fix It: Home Improvement Challenge,DS,Action,SouthPeak Interactive,Freedom Factory Studios,6.8,0.0,0.0,0.0,0.0,0.0,2011-11-29,2011.0,11.0,0.0
Young Justice: Legacy,WiiU,Action,Warner Bros. Interactive Entertainment,Freedom Factory Studios,6.8,0.0,0.0,0.0,0.0,0.0,2013-11-19,2013.0,11.0,0.0
Gladiator: Sword of Vengeance,PC,Action,Acclaim Entertainment,Acclaim Entertainment,6.8,0.0,0.0,0.0,0.0,0.0,2003-11-18,2003.0,11.0,0.0
Red Dead Redemption: Game of the Year Edition,X360,Action,Rockstar Games,Rockstar San Diego,6.8,0.0,0.0,0.0,0.0,0.0,2011-10-11,2011.0,10.0,0.0
Simple DS Series Vol. 46: The Hikyou Tankentai: Choutoko Special,DS,Action,D3 Publisher,Japan Art Media,6.8,0.0,0.0,0.0,0.0,0.0,2009-02-19,2009.0,2.0,0.0
Forgotten Realms: Demon Stone,PC,Action,Atari,Stormfront Studios,6.8,0.0,0.0,0.0,0.0,0.0,2004-12-09,2004.0,12.0,0.0
Cubix Robots for Everyone: Showdown,GC,Action,3DO,Blitz Games,6.8,0.0,0.0,0.0,0.0,0.0,2003-06-02,2003.0,6.0,0.0
Project Eden,PC,Action,Eidos Interactive,Core Design Ltd.,6.8,0.0,0.0,0.0,0.0,0.0,2001-10-08,2001.0,10.0,0.0
True Crime: New York City,PC,Action,Aspyr,Luxoflux,6.8,0.0,0.0,0.0,0.0,0.0,2006-03-24,2006.0,3.0,0.0
Oktoberfest,DS,Action,Zushi Games,Zushi Games Ltd,6.8,0.0,0.0,0.0,0.0,0.0,2009-09-04,2009.0,9.0,0.0
Valhalla Hills: Definitive Edition,XOne,Strategy,Kalypso Media,Daedalic Entertainment,7.7,0.0,0.0,0.0,0.0,0.0,2017-04-25,2017.0,4.0,0.0
Stronghold Crusader 2,PC,Strategy,FireFly Studios,FireFly Studios,7.7,0.0,0.0,0.0,0.0,0.0,2014-09-23,2014.0,9.0,0.0
Tom Clancy's Splinter Cell: Double Agent,PC,Action,Ubisoft,Ubisoft Shanghai,6.8,0.0,0.0,0.0,0.0,0.0,2006-11-07,2006.0,11.0,0.0
Babar To The Rescue,GBA,Action,Game Factory,Sirius Software,6.8,0.0,0.0,0.0,0.0,0.0,2006-06-28,2006.0,6.0,0.0
Tweety & The Magic Gems,GBA,Action,Kemco,Kemco,6.8,0.0,0.0,0.0,0.0,0.0,2001-07-09,2001.0,7.0,0.0
Transformers: Revenge of the Fallen,PC,Action,Activision,Luxoflux Corp.,6.8,0.0,0.0,0.0,0.0,0.0,2009-06-23,2009.0,6.0,0.0
Alias,PC,Action,Acclaim Entertainment,Acclaim Studios Cheltenham,6.8,0.0,0.0,0.0,0.0,0.0,2004-06-14,2004.0,6.0,0.0
Chaos Legion,PC,Action,Capcom,Capcom Production Studio 6,6.8,0.0,0.0,0.0,0.0,0.0,2003-12-18,2003.0,12.0,0.0
Lola & Virginia,DS,Action,Virgin Play,PlayV,6.8,0.0,0.0,0.0,0.0,0.0,2009-02-20,2009.0,2.0,0.0
Warriors Orochi,PC,Action,KOEI,Omega Force,6.8,0.0,0.0,0.0,0.0,0.0,2008-03-25,2008.0,3.0,0.0
Yatsu Hakamura,DS,Action,From Software,From Software,6.8,0.0,0.0,0.0,0.0,0.0,2009-04-23,2009.0,4.0,0.0
IL-2 Sturmovik: Battle of Stalingrad,PC,Action,1C Maddox Games,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2014-11-25,2014.0,11.0,0.0
True Crime: Streets of LA,PC,Action,Activision,Luxoflux,6.8,0.0,0.0,0.0,0.0,0.0,2004-05-11,2004.0,5.0,0.0
Hello Neighbor,PC,Action,Gearbox Software,Dynamic Pixels,6.8,0.0,0.0,0.0,0.0,0.0,2017-12-08,2017.0,12.0,0.0
Professional Farmer 2016,PS3,Action,Namco Bandai Games,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2015-11-20,2015.0,11.0,0.0
Nari Kids Park: Kaitou Sentai Lupinranger Vs. Keisatsu Sentai Patoranger,NS,Action,Bandai Namco Games,Bandai Namco Games,6.8,0.0,0.0,0.0,0.0,0.0,2018-11-21,2018.0,11.0,0.0
Clever Kids: Creepy Crawlies,Wii,Action,Midas Interactive Entertainment,Midas Interactive Entertainment,6.8,0.0,0.0,0.0,0.0,0.0,2009-10-02,2009.0,10.0,0.0
Danny Phantom: Urban Jungle,GBA,Action,THQ,THQ,6.8,0.0,0.0,0.0,0.0,0.0,2006-09-19,2006.0,9.0,0.0
Shinsouhan Heart no Kuni no Alice: Wonderful Wonder World,PSV,Action,Quinrose,Unknown,6.8,0.0,0.0,0.0,0.0,0.0,2015-07-30,2015.0,7.0,0.0
Assassin's Creed II: Complete Edition,PS3,Action,Ubisoft,Ubisoft Montreal,6.8,0.0,0.0,0.0,0.0,0.0,2010-06-04,2010.0,6.0,0.0
Barbie and the Magic of Pegasus,PC,Action,VU Games,VU Games,6.8,0.0,0.0,0.0,0.0,0.0,2005-09-14,2005.0,9.0,0.0
Driver,PC,Action,GT Interactive,Reflections Interactive,8.5,0.0,0.0,0.0,0.0,0.0,2000-09-10,2000.0,9.0,0.0
Cold Fear,PC,Action,Ubisoft,Darkworks,6.8,0.0,0.0,0.0,0.0,0.0,2005-05-17,2005.0,5.0,0.0
